"month_year","borough","complaint_type","rank","complaint_count"
"2010-11",QUEENS,General Construction/Plumbing,9,1225
"2010-11",QUEENS,Building/Use,10,1088
"2010-11",STATEN ISLAND,Street Condition,1,504
"2010-11",STATEN ISLAND,Street Light Condition,2,469
"2010-11",STATEN ISLAND,Water System,3,465
"2010-11",STATEN ISLAND,Literature Request,4,418
"2010-11",STATEN ISLAND,Lead,5,410
"2010-11",STATEN ISLAND,Missed Collection (All Materials),6,263
"2010-11",STATEN ISLAND,Sewer,7,259
"2010-11",STATEN ISLAND,General Construction/Plumbing,8,226
"2010-11",STATEN ISLAND,Illegal Parking,9,226
"2010-11",STATEN ISLAND,Noise - Residential,10,204
"2010-12",BRONX,Noise - Residential,1,2440
"2010-12",BRONX,Street Light Condition,2,1738
"2010-12",BRONX,Blocked Driveway,3,741
"2010-12",BRONX,DHS Advantage - Tenant,4,659
"2010-12",BRONX,Traffic Signal Condition,5,654
"2010-12",BRONX,Street Condition,6,516
"2010-12",BRONX,Water System,7,413
"2010-12",BRONX,Dirty Conditions,8,385
"2010-12",BRONX,DHS Advantage -Landlord/Broker,9,354
"2010-12",BRONX,General Construction/Plumbing,10,345
"2010-12",BROOKLYN,Noise - Residential,1,2443
"2010-12",BROOKLYN,Street Light Condition,2,2367
"2010-12",BROOKLYN,Blocked Driveway,3,1770
"2010-12",BROOKLYN,Street Condition,4,1767
"2010-12",BROOKLYN,Traffic Signal Condition,5,1754
"2010-12",BROOKLYN,Snow,6,1233
"2010-12",BROOKLYN,General Construction/Plumbing,7,1091
"2010-12",BROOKLYN,Illegal Parking,8,1064
"2010-12",BROOKLYN,Water System,9,964
"2010-12",BROOKLYN,Literature Request,10,941
"2010-12",MANHATTAN,Noise - Residential,1,2107
"2010-12",MANHATTAN,Traffic Signal Condition,2,1689
"2010-12",MANHATTAN,Street Light Condition,3,1299
"2010-12",MANHATTAN,Street Condition,4,1279
"2010-12",MANHATTAN,Taxi Complaint,5,1181
"2010-12",MANHATTAN,Noise,6,826
"2010-12",MANHATTAN,Broken Muni Meter,7,816
"2010-12",MANHATTAN,General Construction/Plumbing,8,731
"2010-12",MANHATTAN,Noise - Commercial,9,636
"2010-12",MANHATTAN,Water System,10,542
"2010-12",QUEENS,Street Light Condition,1,2639
"2010-12",QUEENS,Blocked Driveway,2,2076
"2010-12",QUEENS,Water System,3,1556
"2010-12",QUEENS,Traffic Signal Condition,4,1485
"2010-12",QUEENS,Sewer,5,1471
"2010-12",QUEENS,Noise - Residential,6,1451
"2010-12",QUEENS,Literature Request,7,1124
"2010-12",QUEENS,Street Condition,8,1085
"2010-12",QUEENS,Illegal Parking,9,935
"2010-12",QUEENS,General Construction/Plumbing,10,855
"2010-12",STATEN ISLAND,Street Condition,1,514
"2010-12",STATEN ISLAND,Water System,2,461
"2010-12",STATEN ISLAND,Street Light Condition,3,411
"2010-12",STATEN ISLAND,Sewer,4,322
"2010-12",STATEN ISLAND,Snow,5,310
"2010-12",STATEN ISLAND,Literature Request,6,292
"2010-12",STATEN ISLAND,Missed Collection (All Materials),7,276
"2010-12",STATEN ISLAND,Traffic Signal Condition,8,238
"2010-12",STATEN ISLAND,Illegal Parking,9,224
"2010-12",STATEN ISLAND,Blocked Driveway,10,191
"2011-01",BRONX,Noise - Residential,1,2746
"2011-01",BRONX,Street Light Condition,2,1740
"2011-01",BRONX,Blocked Driveway,3,969
"2011-01",BRONX,DHS Advantage - Tenant,4,753
"2011-01",BRONX,Street Condition,5,750
"2011-01",BRONX,Traffic Signal Condition,6,748
"2011-01",BRONX,Snow,7,677
"2011-01",BRONX,Dirty Conditions,8,435
"2011-01",BRONX,Water System,9,390
"2011-01",BRONX,Illegal Parking,10,358
"2011-01",BROOKLYN,Snow,1,3133
"2011-01",BROOKLYN,Noise - Residential,2,2707
"2011-01",BROOKLYN,Blocked Driveway,3,2554
"2011-01",BROOKLYN,Street Condition,4,2410
"2011-01",BROOKLYN,Street Light Condition,5,2161
"2011-01",BROOKLYN,Traffic Signal Condition,6,1674
"2011-01",BROOKLYN,Illegal Parking,7,1163
"2011-01",BROOKLYN,Literature Request,8,1090
"2011-01",BROOKLYN,General Construction/Plumbing,9,939
"2011-01",BROOKLYN,Water System,10,872
"2011-01",MANHATTAN,Noise - Residential,1,2338
"2011-01",MANHATTAN,Street Condition,2,1544
"2011-01",MANHATTAN,Traffic Signal Condition,3,1498
"2011-01",MANHATTAN,Street Light Condition,4,1158
"2011-01",MANHATTAN,Noise,5,930
"2011-01",MANHATTAN,Taxi Complaint,6,921
"2011-01",MANHATTAN,General Construction/Plumbing,7,774
"2011-01",MANHATTAN,Noise - Commercial,8,634
"2011-01",MANHATTAN,Water System,9,588
"2011-01",MANHATTAN,Broken Muni Meter,10,500
"2011-01",QUEENS,Snow,1,3025
"2011-01",QUEENS,Blocked Driveway,2,2733
"2011-01",QUEENS,Street Light Condition,3,2422
"2011-01",QUEENS,Street Condition,4,1796
"2011-01",QUEENS,Water System,5,1582
"2011-01",QUEENS,Traffic Signal Condition,6,1544
"2011-01",QUEENS,Noise - Residential,7,1492
"2011-01",QUEENS,Sewer,8,1365
"2011-01",QUEENS,Illegal Parking,9,1251
"2011-01",QUEENS,Literature Request,10,1157
"2011-01",STATEN ISLAND,Snow,1,1322
"2011-01",STATEN ISLAND,Street Condition,2,882
"2011-01",STATEN ISLAND,Water System,3,414
"2011-01",STATEN ISLAND,Literature Request,4,409
"2011-01",STATEN ISLAND,Street Light Condition,5,403
"2011-01",STATEN ISLAND,Illegal Parking,6,379
"2011-01",STATEN ISLAND,Sewer,7,334
"2011-01",STATEN ISLAND,Blocked Driveway,8,317
"2011-01",STATEN ISLAND,Traffic Signal Condition,9,289
"2011-01",STATEN ISLAND,Noise - Residential,10,172
"2011-02",BRONX,Noise - Residential,1,2469
"2011-02",BRONX,Street Light Condition,2,1577
"2011-02",BRONX,Street Condition,3,1492
"2011-02",BRONX,Traffic Signal Condition,4,827
"2011-02",BRONX,Blocked Driveway,5,810
"2011-02",BRONX,DHS Advantage - Tenant,6,635
"2011-02",BRONX,Snow,7,604
"2011-02",BRONX,Dirty Conditions,8,594
"2011-02",BRONX,Water System,9,422
"2011-02",BRONX,Illegal Parking,10,373
"2011-02",BROOKLYN,Street Condition,1,4038
"2011-02",BROOKLYN,Noise - Residential,2,2482
"2011-02",BROOKLYN,Street Light Condition,3,2164
"2011-02",BROOKLYN,Blocked Driveway,4,1950
"2011-02",BROOKLYN,Traffic Signal Condition,5,1336
"2011-02",BROOKLYN,General Construction/Plumbing,6,1149
"2011-02",BROOKLYN,Illegal Parking,7,1136
"2011-02",BROOKLYN,Dirty Conditions,8,1123
"2011-02",BROOKLYN,Water System,9,1042
"2011-02",BROOKLYN,Literature Request,10,1036
"2011-02",MANHATTAN,Street Condition,1,3698
"2011-02",MANHATTAN,Noise - Residential,2,2286
"2011-02",MANHATTAN,Traffic Signal Condition,3,1148
"2011-02",MANHATTAN,Street Light Condition,4,1062
"2011-02",MANHATTAN,Noise,5,1006
"2011-02",MANHATTAN,Taxi Complaint,6,891
"2011-02",MANHATTAN,Broken Muni Meter,7,764
"2011-02",MANHATTAN,General Construction/Plumbing,8,665
"2011-02",MANHATTAN,Noise - Commercial,9,618
"2011-02",MANHATTAN,Water System,10,578
"2011-02",QUEENS,Street Condition,1,4372
"2011-02",QUEENS,Street Light Condition,2,2500
"2011-02",QUEENS,Blocked Driveway,3,2146
"2011-02",QUEENS,Sewer,4,1453
"2011-02",QUEENS,Water System,5,1351
"2011-02",QUEENS,Noise - Residential,6,1306
"2011-02",QUEENS,Traffic Signal Condition,7,1256
"2011-02",QUEENS,Literature Request,8,1208
"2011-02",QUEENS,Snow,9,1021
"2011-02",QUEENS,Illegal Parking,10,1012
"2011-02",STATEN ISLAND,Street Condition,1,2437
"2011-02",STATEN ISLAND,Street Light Condition,2,572
"2011-02",STATEN ISLAND,Literature Request,3,568
"2011-02",STATEN ISLAND,Missed Collection (All Materials),4,401
"2011-02",STATEN ISLAND,Sewer,5,397
"2011-02",STATEN ISLAND,Snow,6,368
"2011-02",STATEN ISLAND,Water System,7,339
"2011-02",STATEN ISLAND,Illegal Parking,8,318
"2011-02",STATEN ISLAND,Dirty Conditions,9,221
"2011-02",STATEN ISLAND,Blocked Driveway,10,180
"2011-03",BRONX,HEATING,1,5101
"2011-03",BRONX,GENERAL CONSTRUCTION,2,2996
"2011-03",BRONX,Noise - Residential,3,2567
"2011-03",BRONX,PLUMBING,4,2567
"2011-03",BRONX,PAINT - PLASTER,5,2352
"2011-03",BRONX,Street Condition,6,1948
"2011-03",BRONX,Street Light Condition,7,1770
"2011-03",BRONX,NONCONST,8,1173
"2011-03",BRONX,DHS Advantage - Tenant,9,803
"2011-03",BRONX,ELECTRIC,10,724
"2011-03",BROOKLYN,HEATING,1,5835
"2011-03",BROOKLYN,GENERAL CONSTRUCTION,2,3935
"2011-03",BROOKLYN,Street Condition,3,3892
"2011-03",BROOKLYN,PLUMBING,4,3212
"2011-03",BROOKLYN,PAINT - PLASTER,5,3022
"2011-03",BROOKLYN,Street Light Condition,6,2634
"2011-03",BROOKLYN,Noise - Residential,7,2596
"2011-03",BROOKLYN,NONCONST,8,1716
"2011-03",BROOKLYN,Blocked Driveway,9,1667
"2011-03",BROOKLYN,Literature Request,10,1511
"2011-03",MANHATTAN,HEATING,1,3777
"2011-03",MANHATTAN,Street Condition,2,3212
"2011-03",MANHATTAN,Noise - Residential,3,2311
"2011-03",MANHATTAN,GENERAL CONSTRUCTION,4,1598
"2011-03",MANHATTAN,PLUMBING,5,1458
"2011-03",MANHATTAN,Street Light Condition,6,1372
"2011-03",MANHATTAN,Noise,7,1287
"2011-03",MANHATTAN,Taxi Complaint,8,1252
"2011-03",MANHATTAN,PAINT - PLASTER,9,1240
"2011-03",MANHATTAN,General Construction/Plumbing,10,1077
"2011-03",QUEENS,Street Condition,1,4671
"2011-03",QUEENS,Street Light Condition,2,3237
"2011-03",QUEENS,HEATING,3,2402
"2011-03",QUEENS,Sewer,4,1897
"2011-03",QUEENS,Blocked Driveway,5,1739
"2011-03",QUEENS,Literature Request,6,1631
"2011-03",QUEENS,Noise - Residential,7,1590
"2011-03",QUEENS,Water System,8,1295
"2011-03",QUEENS,General Construction/Plumbing,9,1247
"2011-03",QUEENS,Traffic Signal Condition,10,1217
"2011-03",STATEN ISLAND,Street Condition,1,2269
"2011-03",STATEN ISLAND,Literature Request,2,656
"2011-03",STATEN ISLAND,Street Light Condition,3,594
"2011-03",STATEN ISLAND,Sewer,4,474
"2011-03",STATEN ISLAND,Water System,5,446
"2011-03",STATEN ISLAND,Missed Collection (All Materials),6,352
"2011-03",STATEN ISLAND,Illegal Parking,7,264
"2011-03",STATEN ISLAND,Dirty Conditions,8,255
"2011-03",STATEN ISLAND,General Construction/Plumbing,9,247
"2011-03",STATEN ISLAND,Traffic Signal Condition,10,238
"2011-04",BRONX,HEATING,1,3339
"2011-04",BRONX,GENERAL CONSTRUCTION,2,2680
"2011-04",BRONX,Noise - Residential,3,2553
"2011-04",BRONX,PLUMBING,4,2358
"2011-04",BRONX,PAINT - PLASTER,5,2161
"2011-04",BRONX,Street Light Condition,6,1609
"2011-04",BRONX,Street Condition,7,1434
"2011-04",BRONX,NONCONST,8,1186
"2011-04",BRONX,ELECTRIC,9,640
"2011-04",BRONX,General Construction/Plumbing,10,593
"2011-04",BROOKLYN,GENERAL CONSTRUCTION,1,4177
"2011-04",BROOKLYN,HEATING,2,3827
"2011-04",BROOKLYN,PLUMBING,3,3278
"2011-04",BROOKLYN,PAINT - PLASTER,4,2963
"2011-04",BROOKLYN,Street Condition,5,2945
"2011-04",BROOKLYN,Noise - Residential,6,2825
"2011-04",BROOKLYN,Street Light Condition,7,2337
"2011-04",BROOKLYN,NONCONST,8,2233
"2011-04",BROOKLYN,General Construction/Plumbing,9,1818
"2011-04",BROOKLYN,Blocked Driveway,10,1430
"2011-04",MANHATTAN,HEATING,1,2826
"2011-04",MANHATTAN,Street Condition,2,2558
"2011-04",MANHATTAN,Noise - Residential,3,2331
"2011-04",MANHATTAN,Noise,4,1547
"2011-04",MANHATTAN,GENERAL CONSTRUCTION,5,1477
"2011-04",MANHATTAN,PLUMBING,6,1237
"2011-04",MANHATTAN,Street Light Condition,7,1199
"2011-04",MANHATTAN,PAINT - PLASTER,8,1192
"2011-04",MANHATTAN,Taxi Complaint,9,1099
"2011-04",MANHATTAN,Broken Muni Meter,10,1026
"2011-04",QUEENS,Street Condition,1,2892
"2011-04",QUEENS,Street Light Condition,2,2776
"2011-04",QUEENS,HEATING,3,1676
"2011-04",QUEENS,Sewer,4,1580
"2011-04",QUEENS,Blocked Driveway,5,1568
"2011-04",QUEENS,Noise - Residential,6,1521
"2011-04",QUEENS,General Construction/Plumbing,7,1472
"2011-04",QUEENS,Literature Request,8,1459
"2011-04",QUEENS,Dirty Conditions,9,1127
"2011-04",QUEENS,GENERAL CONSTRUCTION,10,1108
"2011-04",STATEN ISLAND,Street Condition,1,1386
"2011-04",STATEN ISLAND,Street Light Condition,2,575
"2011-04",STATEN ISLAND,Literature Request,3,522
"2011-04",STATEN ISLAND,Water System,4,459
"2011-04",STATEN ISLAND,Sewer,5,407
"2011-04",STATEN ISLAND,Missed Collection (All Materials),6,294
"2011-04",STATEN ISLAND,General Construction/Plumbing,7,264
"2011-04",STATEN ISLAND,Illegal Parking,8,207
"2011-04",STATEN ISLAND,Dirty Conditions,9,202
"2011-04",STATEN ISLAND,Building/Use,10,200
"2011-05",BRONX,GENERAL CONSTRUCTION,1,2929
"2011-05",BRONX,Noise - Residential,2,2501
"2011-05",BRONX,PLUMBING,3,2409
"2011-05",BRONX,PAINT - PLASTER,4,2280
"2011-05",BRONX,Street Light Condition,5,2123
"2011-05",BRONX,NONCONST,6,1521
"2011-05",BRONX,HEATING,7,1217
"2011-05",BRONX,Street Condition,8,1091
"2011-05",BRONX,ELECTRIC,9,646
"2011-05",BRONX,Blocked Driveway,10,614
"2011-05",BROOKLYN,GENERAL CONSTRUCTION,1,3674
"2011-05",BROOKLYN,Noise - Residential,2,3359
"2011-05",BROOKLYN,Street Condition,3,2840
"2011-05",BROOKLYN,PLUMBING,4,2675
"2011-05",BROOKLYN,PAINT - PLASTER,5,2510
"2011-05",BROOKLYN,Street Light Condition,6,2281
"2011-05",BROOKLYN,NONCONST,7,2039
"2011-05",BROOKLYN,Literature Request,8,2039
"2011-05",BROOKLYN,Blocked Driveway,9,1507
"2011-05",BROOKLYN,General Construction/Plumbing,10,1481
"2011-05",MANHATTAN,Noise - Residential,1,2168
"2011-05",MANHATTAN,Street Condition,2,2074
"2011-05",MANHATTAN,Noise,3,1936
"2011-05",MANHATTAN,GENERAL CONSTRUCTION,4,1655
"2011-05",MANHATTAN,Street Light Condition,5,1340
"2011-05",MANHATTAN,PLUMBING,6,1255
"2011-05",MANHATTAN,PAINT - PLASTER,7,1226
"2011-05",MANHATTAN,Taxi Complaint,8,1175
"2011-05",MANHATTAN,HEATING,9,1014
"2011-05",MANHATTAN,Traffic Signal Condition,10,924
"2011-05",QUEENS,Street Condition,1,2947
"2011-05",QUEENS,Street Light Condition,2,2511
"2011-05",QUEENS,Noise - Residential,3,2195
"2011-05",QUEENS,Sewer,4,1818
"2011-05",QUEENS,Blocked Driveway,5,1574
"2011-05",QUEENS,General Construction/Plumbing,6,1447
"2011-05",QUEENS,Literature Request,7,1431
"2011-05",QUEENS,Dirty Conditions,8,1285
"2011-05",QUEENS,GENERAL CONSTRUCTION,9,1149
"2011-05",QUEENS,Building/Use,10,1067
"2011-05",STATEN ISLAND,Street Condition,1,1131
"2011-05",STATEN ISLAND,Sewer,2,557
"2011-05",STATEN ISLAND,Literature Request,3,540
"2011-05",STATEN ISLAND,Street Light Condition,4,471
"2011-05",STATEN ISLAND,Water System,5,344
"2011-05",STATEN ISLAND,Noise - Residential,6,320
"2011-05",STATEN ISLAND,Missed Collection (All Materials),7,307
"2011-05",STATEN ISLAND,Sanitation Condition,8,274
"2011-05",STATEN ISLAND,General Construction/Plumbing,9,272
"2011-05",STATEN ISLAND,GENERAL CONSTRUCTION,10,246
"2011-06",BRONX,GENERAL CONSTRUCTION,1,3026
"2011-06",BRONX,PLUMBING,2,2335
"2011-06",BRONX,PAINT - PLASTER,3,2224
"2011-06",BRONX,Water System,4,2110
"2011-06",BRONX,Noise - Residential,5,2089
"2011-06",BRONX,Street Light Condition,6,1962
"2011-06",BRONX,NONCONST,7,1554
"2011-06",BRONX,Street Condition,8,873
"2011-06",BRONX,Literature Request,9,843
"2011-06",BRONX,ELECTRIC,10,795
"2011-06",BROOKLYN,GENERAL CONSTRUCTION,1,4003
"2011-06",BROOKLYN,Noise - Residential,2,2939
"2011-06",BROOKLYN,PLUMBING,3,2932
"2011-06",BROOKLYN,PAINT - PLASTER,4,2673
"2011-06",BROOKLYN,NONCONST,5,2505
"2011-06",BROOKLYN,Literature Request,6,2352
"2011-06",BROOKLYN,Street Light Condition,7,2249
"2011-06",BROOKLYN,Street Condition,8,2152
"2011-06",BROOKLYN,Water System,9,1822
"2011-06",BROOKLYN,General Construction/Plumbing,10,1609
"2011-06",MANHATTAN,Water System,1,1799
"2011-06",MANHATTAN,GENERAL CONSTRUCTION,2,1675
"2011-06",MANHATTAN,Noise - Residential,3,1607
"2011-06",MANHATTAN,Street Condition,4,1456
"2011-06",MANHATTAN,Street Light Condition,5,1405
"2011-06",MANHATTAN,PLUMBING,6,1262
"2011-06",MANHATTAN,Noise,7,1238
"2011-06",MANHATTAN,Taxi Complaint,8,1179
"2011-06",MANHATTAN,PAINT - PLASTER,9,1151
"2011-06",MANHATTAN,NONCONST,10,917
"2011-06",QUEENS,Literature Request,1,3321
"2011-06",QUEENS,Street Light Condition,2,2547
"2011-06",QUEENS,Street Condition,3,2196
"2011-06",QUEENS,Noise - Residential,4,2091
"2011-06",QUEENS,Water System,5,1906
"2011-06",QUEENS,Blocked Driveway,6,1639
"2011-06",QUEENS,General Construction/Plumbing,7,1450
"2011-06",QUEENS,Sewer,8,1385
"2011-06",QUEENS,Building/Use,9,1338
"2011-06",QUEENS,GENERAL CONSTRUCTION,10,1177
"2011-06",STATEN ISLAND,Literature Request,1,1231
"2011-06",STATEN ISLAND,Street Condition,2,916
"2011-06",STATEN ISLAND,Street Light Condition,3,487
"2011-06",STATEN ISLAND,Water System,4,374
"2011-06",STATEN ISLAND,General Construction/Plumbing,5,325
"2011-06",STATEN ISLAND,Sewer,6,323
"2011-06",STATEN ISLAND,Missed Collection (All Materials),7,318
"2011-06",STATEN ISLAND,Noise - Residential,8,310
"2011-06",STATEN ISLAND,Sanitation Condition,9,304
"2011-06",STATEN ISLAND,GENERAL CONSTRUCTION,10,291
"2011-07",BRONX,Water System,1,5025
"2011-07",BRONX,GENERAL CONSTRUCTION,2,3004
"2011-07",BRONX,PLUMBING,3,2583
"2011-07",BRONX,PAINT - PLASTER,4,2144
"2011-07",BRONX,Noise - Residential,5,1985
"2011-07",BRONX,NONCONST,6,1867
"2011-07",BRONX,Street Light Condition,7,1726
"2011-07",BRONX,ELECTRIC,8,1055
"2011-07",BRONX,Street Condition,9,673
"2011-07",BRONX,Blocked Driveway,10,593
"2011-07",BROOKLYN,Water System,1,4086
"2011-07",BROOKLYN,GENERAL CONSTRUCTION,2,3818
"2011-07",BROOKLYN,Noise - Residential,3,3020
"2011-07",BROOKLYN,PLUMBING,4,2869
"2011-07",BROOKLYN,NONCONST,5,2672
"2011-07",BROOKLYN,PAINT - PLASTER,6,2561
"2011-07",BROOKLYN,Street Light Condition,7,2055
"2011-07",BROOKLYN,Street Condition,8,1925
"2011-07",BROOKLYN,ELECTRIC,9,1575
"2011-07",BROOKLYN,General Construction/Plumbing,10,1434
"2011-07",MANHATTAN,Water System,1,3500
"2011-07",MANHATTAN,GENERAL CONSTRUCTION,2,1632
"2011-07",MANHATTAN,PLUMBING,3,1342
"2011-07",MANHATTAN,Noise - Residential,4,1337
"2011-07",MANHATTAN,Street Condition,5,1226
"2011-07",MANHATTAN,PAINT - PLASTER,6,1107
"2011-07",MANHATTAN,NONCONST,7,978
"2011-07",MANHATTAN,Taxi Complaint,8,976
"2011-07",MANHATTAN,Street Light Condition,9,908
"2011-07",MANHATTAN,Noise,10,880
"2011-07",QUEENS,Water System,1,2653
"2011-07",QUEENS,Street Light Condition,2,2226
"2011-07",QUEENS,Noise - Residential,3,2100
"2011-07",QUEENS,Street Condition,4,1900
"2011-07",QUEENS,Blocked Driveway,5,1515
"2011-07",QUEENS,General Construction/Plumbing,6,1363
"2011-07",QUEENS,Sewer,7,1341
"2011-07",QUEENS,Literature Request,8,1312
"2011-07",QUEENS,Dirty Conditions,9,1238
"2011-07",QUEENS,GENERAL CONSTRUCTION,10,1130
"2011-07",STATEN ISLAND,Street Condition,1,668
"2011-07",STATEN ISLAND,Literature Request,2,471
"2011-07",STATEN ISLAND,Street Light Condition,3,462
"2011-07",STATEN ISLAND,Water System,4,325
"2011-07",STATEN ISLAND,Noise - Residential,5,321
"2011-07",STATEN ISLAND,Sanitation Condition,6,283
"2011-07",STATEN ISLAND,Missed Collection (All Materials),7,281
"2011-07",STATEN ISLAND,GENERAL CONSTRUCTION,8,278
"2011-07",STATEN ISLAND,Overgrown Tree/Branches,9,251
"2011-07",STATEN ISLAND,General Construction/Plumbing,10,242
"2011-08",BRONX,GENERAL CONSTRUCTION,1,3285
"2011-08",BRONX,PLUMBING,2,2979
"2011-08",BRONX,PAINT - PLASTER,3,2944
"2011-08",BRONX,Noise - Residential,4,1958
"2011-08",BRONX,Street Light Condition,5,1854
"2011-08",BRONX,NONCONST,6,1843
"2011-08",BRONX,Water System,7,1083
"2011-08",BRONX,ELECTRIC,8,917
"2011-08",BRONX,Street Condition,9,705
"2011-08",BRONX,Damaged Tree,10,700
"2011-08",BROOKLYN,GENERAL CONSTRUCTION,1,4188
"2011-08",BROOKLYN,PLUMBING,2,4069
"2011-08",BROOKLYN,PAINT - PLASTER,3,3653
"2011-08",BROOKLYN,Damaged Tree,4,3077
"2011-08",BROOKLYN,Sewer,5,2744
"2011-08",BROOKLYN,Noise - Residential,6,2592
"2011-08",BROOKLYN,NONCONST,7,2503
"2011-08",BROOKLYN,Street Light Condition,8,2364
"2011-08",BROOKLYN,Street Condition,9,2137
"2011-08",BROOKLYN,General Construction/Plumbing,10,1749
"2011-08",MANHATTAN,GENERAL CONSTRUCTION,1,2020
"2011-08",MANHATTAN,PLUMBING,2,1767
"2011-08",MANHATTAN,PAINT - PLASTER,3,1622
"2011-08",MANHATTAN,Noise - Residential,4,1273
"2011-08",MANHATTAN,Street Condition,5,1230
"2011-08",MANHATTAN,Street Light Condition,6,1176
"2011-08",MANHATTAN,Noise - Street/Sidewalk,7,1163
"2011-08",MANHATTAN,Noise,8,1156
"2011-08",MANHATTAN,NONCONST,9,1153
"2011-08",MANHATTAN,General Construction/Plumbing,10,1065
"2011-08",QUEENS,Damaged Tree,1,6263
"2011-08",QUEENS,Street Light Condition,2,3247
"2011-08",QUEENS,Sewer,3,2891
"2011-08",QUEENS,Street Condition,4,1982
"2011-08",QUEENS,Noise - Residential,5,1701
"2011-08",QUEENS,PLUMBING,6,1506
"2011-08",QUEENS,Blocked Driveway,7,1476
"2011-08",QUEENS,Traffic Signal Condition,8,1350
"2011-08",QUEENS,General Construction/Plumbing,9,1343
"2011-08",QUEENS,Literature Request,10,1311
"2011-08",STATEN ISLAND,Sewer,1,2031
"2011-08",STATEN ISLAND,Damaged Tree,2,1565
"2011-08",STATEN ISLAND,Street Condition,3,695
"2011-08",STATEN ISLAND,Street Light Condition,4,661
"2011-08",STATEN ISLAND,Literature Request,5,522
"2011-08",STATEN ISLAND,Water System,6,416
"2011-08",STATEN ISLAND,General Construction/Plumbing,7,332
"2011-08",STATEN ISLAND,Overgrown Tree/Branches,8,284
"2011-08",STATEN ISLAND,Noise - Residential,9,283
"2011-08",STATEN ISLAND,GENERAL CONSTRUCTION,10,277
"2011-09",BRONX,GENERAL CONSTRUCTION,1,3677
"2011-09",BRONX,PLUMBING,2,3535
"2011-09",BRONX,PAINT - PLASTER,3,3354
"2011-09",BRONX,Noise - Residential,4,2274
"2011-09",BRONX,Street Light Condition,5,1932
"2011-09",BRONX,NONCONST,6,1756
"2011-09",BRONX,Street Condition,7,929
"2011-09",BRONX,ELECTRIC,8,816
"2011-09",BRONX,HEATING,9,674
"2011-09",BRONX,Dirty Conditions,10,586
"2011-09",BROOKLYN,GENERAL CONSTRUCTION,1,4948
"2011-09",BROOKLYN,PLUMBING,2,4681
"2011-09",BROOKLYN,PAINT - PLASTER,3,4494
"2011-09",BROOKLYN,Noise - Residential,4,3232
"2011-09",BROOKLYN,Street Light Condition,5,2282
"2011-09",BROOKLYN,NONCONST,6,2267
"2011-09",BROOKLYN,Street Condition,7,2030
"2011-09",BROOKLYN,Blocked Driveway,8,1595
"2011-09",BROOKLYN,Sewer,9,1370
"2011-09",BROOKLYN,Literature Request,10,1355
